img_name,x1,y1,x2,y2
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/357.tif,12,20,52,40
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/285.tif,16,20,56,40
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/285.tif,0,0,16,20
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/19.tif,16,24,48,40
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/361.tif,8,16,48,48
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/356.tif,12,20,52,44
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/349.tif,12,16,52,48
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/443.tif,12,20,56,44
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/440.tif,12,20,56,48
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/440.tif,0,8,20,28
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/208.tif,16,16,52,44
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/223.tif,12,16,52,44
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/379.tif,12,16,52,48
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/205.tif,12,24,56,40
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/310.tif,12,16,52,44
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/310.tif,32,4,68,20
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/48.tif,16,24,56,40
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/48.tif,4,0,28,20
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/62.tif,12,20,48,40
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/62.tif,0,0,16,28
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/62.tif,20,0,60,12
/home/cdsw/geo_Animal/geo_AnimalDetection/dataset/processing_small/clipped/459.tif,12,20,52,48
